date,jisdor,previous_jisdor,change_idr,return_pct,news_count,armed_conflict_count,sanctions_count,trade_conflict_count,energy_geopolitics_count,political_instability_count,monetary_geoeconomic_count
2022-12-21,15601,15608.0,-7.0,-0.04484879548949383,3,2,0,0,0,0,1
2022-12-22,15594,15601.0,-7.0,-0.044868918659057844,2,0,0,0,0,0,2
2022-12-23,15605,15594.0,11.0,0.07053995126331536,5,1,0,0,0,0,4
2022-12-26,15636,15605.0,31.0,0.19865427747516318,3,0,0,0,1,0,3
2022-12-27,15659,15636.0,23.0,0.1470964441033562,1,0,1,0,0,0,0
2022-12-28,15703,15659.0,44.0,0.2809885688741298,2,1,1,0,0,0,1
2022-12-29,15731,15703.0,28.0,0.17830987709355206,1,0,0,0,0,0,1
2022-12-30,15592,15731.0,-139.0,-0.8836056194774677,5,4,0,0,1,1,1
2023-01-02,15572,15592.0,-20.0,-0.12827090815803466,1,0,0,0,0,0,1
2023-01-03,15590,15572.0,18.0,0.11559208836373625,2,1,0,0,0,0,1
2023-01-04,15615,15590.0,25.0,0.1603592046183433,6,1,0,0,1,0,4
2023-01-05,15610,15615.0,-5.0,-0.032020493115592075,4,1,0,0,0,0,3
2023-01-06,15635,15610.0,25.0,0.16015374759770218,4,0,0,0,0,0,4
2023-01-09,15574,15635.0,-61.0,-0.3901503038055698,7,2,1,0,0,0,5
2023-01-10,15589,15574.0,15.0,0.09631437010402255,7,1,0,0,0,0,6
2023-01-11,15527,15589.0,-62.0,-0.3977163384437765,8,1,0,0,0,0,7
2023-01-12,15366,15527.0,-161.0,-1.0369034584916559,13,3,0,0,0,0,10
2023-01-13,15177,15366.0,-189.0,-1.2299882858258449,16,0,0,0,1,0,15
2023-01-16,15019,15177.0,-158.0,-1.0410489556565872,9,2,0,0,0,0,7
2023-01-17,15154,15019.0,135.0,0.8988614421732377,5,2,0,0,0,0,3
2023-01-18,15137,15154.0,-17.0,-0.11218160221723172,11,4,1,0,0,0,6
2023-01-19,15113,15137.0,-24.0,-0.15855189271322123,11,5,0,1,1,0,5
2023-01-20,15121,15113.0,8.0,0.05293455965063032,6,1,0,0,1,0,4
2023-01-24,14930,15121.0,-191.0,-1.2631439719595239,13,2,2,0,1,0,8
2023-01-25,14958,14930.0,28.0,0.18754186202276646,7,3,1,0,0,0,3
2023-01-26,14964,14958.0,6.0,0.040112314480555966,6,4,1,0,0,0,2
2023-01-27,14978,14964.0,14.0,0.09355787222666834,4,1,0,0,0,0,3
2023-01-30,14979,14978.0,1.0,0.006676458806254004,8,3,1,0,0,0,5
2023-01-31,14992,14979.0,13.0,0.08678817010481232,6,2,0,0,0,0,4
2023-02-01,14991,14992.0,-1.0,-0.006670224119531554,10,0,1,0,0,0,9
2023-02-02,14868,14991.0,-123.0,-0.8204922953772287,14,4,0,0,1,0,9
2023-02-03,14898,14868.0,30.0,0.20177562550443007,4,2,1,0,0,0,1
2023-02-06,15055,14898.0,157.0,1.0538327292253902,3,1,0,0,0,0,2
2023-02-07,15139,15055.0,84.0,0.5579541680504896,8,3,1,0,0,0,4
2023-02-08,15122,15139.0,-17.0,-0.11229275381464676,10,1,0,0,0,0,9
2023-02-09,15120,15122.0,-2.0,-0.013225763787860778,5,1,0,0,0,0,4
2023-02-10,15140,15120.0,20.0,0.1322751322751392,6,2,1,0,0,0,4
2023-02-13,15216,15140.0,76.0,0.5019815059445154,10,3,1,0,0,0,6
2023-02-14,15168,15216.0,-48.0,-0.3154574132492094,11,3,0,0,0,0,8
2023-02-15,15194,15168.0,26.0,0.1714135021096963,17,2,0,0,0,0,15
2023-02-16,15176,15194.0,-18.0,-0.11846781624325065,10,3,1,0,0,0,7
2023-02-17,15199,15176.0,23.0,0.15155508697943798,7,0,1,0,0,0,6
2023-02-20,15168,15199.0,-31.0,-0.2039607868938753,10,6,0,0,0,0,4
2023-02-21,15179,15168.0,11.0,0.07252109704640741,5,4,0,0,0,0,3
2023-02-22,15218,15179.0,39.0,0.25693392186574293,10,4,0,0,0,0,6
2023-02-23,15187,15218.0,-31.0,-0.2037061374687843,11,4,0,0,0,0,7
2023-02-24,15216,15187.0,29.0,0.1909527885691764,9,3,0,0,0,0,6
2023-02-27,15274,15216.0,58.0,0.3811777076761391,19,5,2,0,0,0,13
2023-02-28,15240,15274.0,-34.0,-0.22260049757758527,2,1,0,0,0,0,1
2023-03-01,15250,15240.0,10.0,0.06561679790026975,3,1,0,0,0,0,2
2023-03-02,15273,15250.0,23.0,0.15081967213115277,9,2,0,0,0,0,7
2023-03-03,15306,15273.0,33.0,0.2160675702219672,9,2,1,0,0,0,6
2023-03-06,15301,15306.0,-5.0,-0.0326669280020897,8,4,0,0,1,0,3
2023-03-07,15359,15301.0,58.0,0.3790601921443093,7,2,0,0,1,0,4
2023-03-08,15451,15359.0,92.0,0.5989973305553731,7,2,0,0,0,0,5
2023-03-09,15438,15451.0,-13.0,-0.08413694906478364,9,3,0,0,0,0,6
2023-03-10,15468,15438.0,30.0,0.1943256898562007,2,0,0,0,0,0,2
2023-03-13,15374,15468.0,-94.0,-0.6077062322213611,6,2,0,0,0,0,4
2023-03-14,15380,15374.0,6.0,0.039026928580709885,7,1,0,0,0,0,6
2023-03-15,15365,15380.0,-15.0,-0.09752925877762886,9,2,0,0,0,0,7
2023-03-16,15418,15365.0,53.0,0.34493979824274934,7,1,0,0,0,0,6
2023-03-17,15364,15418.0,-54.0,-0.35023997924503725,6,2,0,0,0,0,4
2023-03-20,15372,15364.0,8.0,0.05206977349647701,7,3,0,0,0,0,4
2023-03-21,15349,15372.0,-23.0,-0.14962269060629918,4,2,0,0,0,0,2
2023-03-24,15189,15349.0,-160.0,-1.0424131865268138,30,6,0,0,1,0,23
2023-03-27,15174,15189.0,-15.0,-0.09875567845151201,7,4,0,0,1,0,2
2023-03-28,15088,15174.0,-86.0,-0.5667589297482567,3,1,1,0,0,0,1
2023-03-29,15094,15088.0,6.0,0.03976670201484289,6,1,1,0,0,0,4
2023-03-30,15062,15094.0,-32.0,-0.21200477010733243,3,2,0,0,0,0,1
2023-03-31,14977,15062.0,-85.0,-0.5643340857787837,1,1,0,0,0,0,0
2023-04-03,14990,14977.0,13.0,0.0867997596314396,14,2,2,0,4,0,6
2023-04-04,14913,14990.0,-77.0,-0.5136757838559047,11,3,0,0,5,0,3
2023-04-05,14933,14913.0,20.0,0.13411117816670703,4,1,0,0,1,0,3
2023-04-06,14943,14933.0,10.0,0.0669657804861723,3,2,0,0,0,0,1
2023-04-10,14905,14943.0,-38.0,-0.2542996720872659,6,3,0,0,0,0,3
2023-04-11,14888,14905.0,-17.0,-0.11405568601140503,5,0,0,0,1,0,4
2023-04-12,14866,14888.0,-22.0,-0.14777001612036322,8,1,0,0,0,0,7
2023-04-13,14792,14866.0,-74.0,-0.497780169514328,13,1,1,0,1,0,12
2023-04-14,14666,14792.0,-126.0,-0.8518117901568423,9,1,1,0,0,0,8
2023-04-17,14773,14666.0,107.0,0.7295786172098806,9,1,0,0,1,0,7
2023-04-18,14855,14773.0,82.0,0.5550666756921396,4,3,0,0,0,0,1
2023-04-26,14882,14855.0,27.0,0.18175698418041453,26,10,2,0,1,1,13
2023-04-27,14751,14882.0,-131.0,-0.8802580298347018,4,3,0,0,0,0,1
2023-04-28,14661,14751.0,-90.0,-0.6101281269066505,7,5,1,0,1,0,1
2023-05-02,14703,14661.0,42.0,0.28647431962349756,9,2,0,1,0,0,6
2023-05-03,14706,14703.0,3.0,0.02040399918383784,7,1,0,0,1,0,5
2023-05-04,14632,14706.0,-74.0,-0.5031959744322023,12,1,0,0,0,0,11
2023-05-05,14674,14632.0,42.0,0.28704209950791704,4,1,0,0,0,0,3
2023-05-08,14709,14674.0,35.0,0.23851710508382418,4,1,0,0,0,0,3
2023-05-09,14757,14709.0,48.0,0.3263308178666158,6,1,0,0,0,0,5
2023-05-10,14746,14757.0,-11.0,-0.07454089584604251,10,1,0,0,0,0,9
2023-05-11,14722,14746.0,-24.0,-0.16275600162756199,16,3,0,0,0,0,13
2023-05-12,14752,14722.0,30.0,0.2037766607797753,14,4,0,0,0,0,10
2023-05-15,14812,14752.0,60.0,0.40672451193057846,9,4,0,0,1,0,4
2023-05-16,14810,14812.0,-2.0,-0.013502565487444329,4,1,0,0,0,0,3
2023-05-17,14875,14810.0,65.0,0.4388926401080351,4,1,0,0,0,0,3
2023-05-19,14936,14875.0,61.0,0.4100840336134448,8,3,1,0,0,0,5
2023-05-22,14897,14936.0,-39.0,-0.26111408677021997,8,4,2,0,0,0,5
2023-05-23,14878,14897.0,-19.0,-0.1275424582130591,4,2,0,0,0,0,2
2023-05-24,14905,14878.0,27.0,0.18147600483935378,6,2,0,0,1,0,3
2023-05-25,14952,14905.0,47.0,0.3153304260315348,3,1,0,0,0,0,2
2023-05-26,14959,14952.0,7.0,0.0468164794007464,0,0,0,0,0,0,0
2023-05-29,14973,14959.0,14.0,0.0935891436593339,5,1,0,0,0,0,4
2023-05-30,14969,14973.0,-4.0,-0.026714753222467635,3,3,0,0,0,0,0
2023-05-31,15003,14969.0,34.0,0.22713608123454687,2,1,1,0,0,0,0
2023-06-05,14888,15003.0,-115.0,-0.7665133639938704,28,7,0,0,6,0,15
2023-06-06,14839,14888.0,-49.0,-0.3291241268135403,3,1,0,0,1,0,1
2023-06-07,14875,14839.0,36.0,0.24260394905317728,4,3,0,0,0,1,0
2023-06-08,14903,14875.0,28.0,0.1882352941176446,6,3,0,0,0,0,3
2023-06-09,14853,14903.0,-50.0,-0.3355029188753966,1,0,0,0,0,0,1
2023-06-12,14874,14853.0,21.0,0.14138557867098278,10,2,0,0,0,0,8
2023-06-13,14868,14874.0,-6.0,-0.04033884630899598,7,1,0,0,0,0,6
2023-06-14,14895,14868.0,27.0,0.1815980629539915,13,1,0,0,0,0,12
2023-06-15,14943,14895.0,48.0,0.322255790533732,16,1,0,0,0,0,15
2023-06-16,14945,14943.0,2.0,0.01338419326775142,7,2,0,0,0,0,5
2023-06-19,14994,14945.0,49.0,0.3278688524590123,8,4,0,0,0,0,4
2023-06-20,15040,14994.0,46.0,0.3067893824196366,4,2,0,0,0,0,2
2023-06-21,14982,15040.0,-58.0,-0.38563829787233717,5,2,0,0,0,0,3
2023-06-22,14918,14982.0,-64.0,-0.4271792818048348,9,3,0,0,0,0,6
2023-06-23,14998,14918.0,80.0,0.5362649148679344,12,1,1,1,0,0,9
2023-06-26,15026,14998.0,28.0,0.18669155887451883,4,1,0,0,1,0,2
2023-06-27,15000,15026.0,-26.0,-0.17303340875814976,6,3,1,0,0,0,3
2023-07-03,15034,15000.0,34.0,0.2266666666666639,16,5,0,0,0,0,11
2023-07-04,15018,15034.0,-16.0,-0.10642543567912499,5,2,0,0,1,0,2
2023-07-05,15013,15018.0,-5.0,-0.033293381275800726,4,2,0,0,0,0,2
2023-07-06,15062,15013.0,49.0,0.3263838007060649,5,1,0,0,1,0,3
2023-07-07,15136,15062.0,74.0,0.4913026158544609,6,3,0,0,0,0,3
2023-07-10,15192,15136.0,56.0,0.36997885835095,9,3,0,0,0,0,6
2023-07-11,15162,15192.0,-30.0,-0.1974723538704537,10,2,0,0,0,0,8
2023-07-12,15084,15162.0,-78.0,-0.5144440047487153,7,2,0,0,0,1,4
2023-07-13,14978,15084.0,-106.0,-0.7027313709891292,18,1,0,0,0,0,17
2023-07-14,14945,14978.0,-33.0,-0.2203231406062267,7,1,0,0,0,0,6
2023-07-17,15007,14945.0,62.0,0.41485446637672396,7,2,0,0,0,0,5
2023-07-18,14994,15007.0,-13.0,-0.08662624108749517,3,2,0,0,0,0,2
2023-07-20,14991,14994.0,-3.0,-0.02000800320127727,8,4,0,0,0,0,4
2023-07-21,15026,14991.0,35.0,0.23347341738375604,5,1,0,1,0,0,4
2023-07-24,15028,15026.0,2.0,0.013310262212162804,5,2,0,0,0,0,3
2023-07-25,15007,15028.0,-21.0,-0.13973915357998745,3,2,0,1,0,0,1
2023-07-26,15032,15007.0,25.0,0.16658892516825397,6,1,0,0,0,0,5
2023-07-27,15003,15032.0,-29.0,-0.19292176689728047,13,1,0,0,0,0,12
2023-07-28,15083,15003.0,80.0,0.5332266879957359,9,1,0,1,2,0,5
2023-07-31,15092,15083.0,9.0,0.05966982695750911,8,2,0,0,0,0,6
2023-08-01,15117,15092.0,25.0,0.16565067585476712,7,2,0,0,0,1,5
2023-08-02,15171,15117.0,54.0,0.3572137328835101,7,6,0,1,0,0,0
2023-08-03,15198,15171.0,27.0,0.17797112912794066,2,1,0,0,0,0,1
2023-08-04,15168,15198.0,-30.0,-0.19739439399920622,6,1,0,1,1,0,3
2023-08-07,15178,15168.0,10.0,0.0659282700421926,9,3,2,1,0,0,5
2023-08-08,15229,15178.0,51.0,0.3360126498880067,4,1,0,0,0,0,3
2023-08-09,15206,15229.0,-23.0,-0.15102764462538998,4,1,0,0,0,0,3
2023-08-10,15204,15206.0,-2.0,-0.013152702880436795,10,1,0,0,0,0,9
2023-08-11,15225,15204.0,21.0,0.13812154696133394,12,2,0,0,0,0,10
2023-08-14,15323,15225.0,98.0,0.6436781609195474,3,2,1,0,0,0,1
2023-08-15,15346,15323.0,23.0,0.15010115512628097,6,2,0,0,0,0,4
2023-08-16,15308,15346.0,-38.0,-0.24762153004039833,8,2,1,0,1,0,4
2023-08-18,15308,15308.0,0.0,0.0,16,4,1,0,0,0,12
2023-08-21,15329,15308.0,21.0,0.1371831721975525,3,2,0,0,0,0,1
2023-08-22,15326,15329.0,-3.0,-0.019570748254937875,3,1,0,0,0,0,2
2023-08-23,15319,15326.0,-7.0,-0.04567401800861237,2,1,0,0,0,0,1
2023-08-24,15253,15319.0,-66.0,-0.43083752203146863,4,2,0,0,0,0,2
2023-08-25,15297,15253.0,44.0,0.2884678423916709,7,3,0,0,0,0,4
2023-08-28,15294,15297.0,-3.0,-0.01961168856638995,1,0,0,0,0,0,1
2023-08-29,15263,15294.0,-31.0,-0.20269386687590263,2,2,1,0,0,0,0
2023-08-30,15239,15263.0,-24.0,-0.1572430059621266,3,1,0,0,0,0,2
2023-08-31,15237,15239.0,-2.0,-0.013124220749394233,4,2,1,0,0,0,1
2023-09-01,15252,15237.0,15.0,0.098444575703871,6,2,1,0,0,0,3
2023-09-04,15247,15252.0,-5.0,-0.032782585890378524,3,1,0,0,0,1,1
2023-09-05,15260,15247.0,13.0,0.08526267462451997,4,3,0,0,0,0,1
2023-09-06,15307,15260.0,47.0,0.3079947575360453,8,1,1,0,0,1,5
2023-09-07,15334,15307.0,27.0,0.17638988697981084,6,2,0,0,0,0,4
2023-09-08,15341,15334.0,7.0,0.04565018912221497,3,1,0,0,0,0,2
2023-09-11,15352,15341.0,11.0,0.07170327879537641,7,3,1,0,0,0,3
2023-09-12,15344,15352.0,-8.0,-0.05211047420531356,6,3,0,0,0,0,3
2023-09-13,15367,15344.0,23.0,0.14989572471324486,11,2,0,0,0,3,6
2023-09-14,15357,15367.0,-10.0,-0.06507451031431133,13,2,0,0,0,0,11
2023-09-15,15367,15357.0,10.0,0.06511688480823619,5,1,0,0,1,1,2
2023-09-18,15373,15367.0,6.0,0.03904470618858458,11,4,0,0,0,0,7
2023-09-19,15381,15373.0,8.0,0.05203928966368565,5,1,0,0,0,0,4
2023-09-20,15396,15381.0,15.0,0.09752291788569512,7,1,0,0,1,1,4
2023-09-21,15397,15396.0,1.0,0.006495193556776968,10,2,0,0,0,0,8
2023-09-22,15383,15397.0,-14.0,-0.09092680392284169,7,2,0,1,0,0,5
2023-09-25,15399,15383.0,16.0,0.10401092114671329,6,1,0,0,1,0,4
2023-09-26,15464,15399.0,65.0,0.4221053315150325,3,2,0,0,0,0,1
2023-09-27,15526,15464.0,62.0,0.40093119503361585,10,3,0,0,0,0,7
2023-09-29,15487,15526.0,-39.0,-0.2511915496586359,12,5,0,0,0,2,5
2023-10-02,15519,15487.0,32.0,0.20662491121585802,4,1,0,0,0,0,3
2023-10-03,15600,15519.0,81.0,0.5219408467040498,6,1,0,0,3,0,2
2023-10-04,15636,15600.0,36.0,0.2307692307692344,2,0,0,0,0,0,2
2023-10-05,15601,15636.0,-35.0,-0.22384241493987878,2,2,0,0,0,0,0
2023-10-06,15628,15601.0,27.0,0.17306582911351676,3,1,0,0,0,0,2
2023-10-09,15675,15628.0,47.0,0.3007422574865526,14,11,0,0,1,0,2
2023-10-10,15708,15675.0,33.0,0.21052631578948322,15,14,0,0,1,0,1
2023-10-11,15710,15708.0,2.0,0.01273236567354008,11,8,0,0,0,0,4
2023-10-12,15702,15710.0,-8.0,-0.05092297899427223,12,6,0,0,0,0,6
2023-10-13,15709,15702.0,7.0,0.04458030824099346,19,8,0,0,0,0,11
2023-10-16,15716,15709.0,7.0,0.044560443058117016,13,9,0,0,0,0,4
2023-10-17,15718,15716.0,2.0,0.012725884448960834,7,6,0,0,0,0,1
2023-10-18,15731,15718.0,13.0,0.08270772362894974,10,8,0,0,0,0,2
2023-10-19,15838,15731.0,107.0,0.6801856207488299,4,2,0,0,0,0,2
2023-10-20,15856,15838.0,18.0,0.11365071347393396,10,4,0,0,0,0,6
2023-10-23,15943,15856.0,87.0,0.548688193743696,6,4,0,1,0,0,1
2023-10-24,15869,15943.0,-74.0,-0.4641535470112257,3,3,0,0,0,0,0
2023-10-25,15871,15869.0,2.0,0.012603188606719051,5,4,0,0,0,0,1
2023-10-26,15933,15871.0,62.0,0.390649612500793,9,9,1,0,0,1,0
2023-10-27,15941,15933.0,8.0,0.0502102554446715,6,2,0,0,0,1,3
2023-10-30,15916,15941.0,-25.0,-0.1568283043723695,12,6,1,0,0,0,5
2023-10-31,15897,15916.0,-19.0,-0.11937672782106334,10,7,0,0,0,0,3
2023-11-01,15946,15897.0,49.0,0.3082342580360997,12,5,0,0,1,0,6
2023-11-02,15861,15946.0,-85.0,-0.5330490405117239,8,3,0,0,0,0,5
2023-11-03,15771,15861.0,-90.0,-0.5674295441649324,8,8,1,0,0,0,1
2023-11-06,15550,15771.0,-221.0,-1.4013061949147199,3,3,0,0,0,0,0
2023-11-07,15593,15550.0,43.0,0.2765273311897021,5,2,0,0,0,0,3
2023-11-08,15629,15593.0,36.0,0.23087282755083205,5,4,0,0,0,0,1
2023-11-09,15649,15629.0,20.0,0.1279672403864618,5,3,0,0,0,0,2
2023-11-10,15693,15649.0,44.0,0.2811681257588239,10,3,0,0,1,0,6
2023-11-13,15713,15693.0,20.0,0.12744535780284671,9,6,0,0,0,0,3
2023-11-14,15699,15713.0,-14.0,-0.08909819894354909,4,1,0,0,0,1,2
2023-11-15,15503,15699.0,-196.0,-1.2484871647875706,17,5,0,0,0,0,12
2023-11-16,15595,15503.0,92.0,0.5934335289943915,11,3,0,0,0,0,8
2023-11-17,15504,15595.0,-91.0,-0.5835203590894511,8,3,1,0,1,0,3
2023-11-20,15419,15504.0,-85.0,-0.5482456140350922,6,4,0,0,0,0,3
2023-11-21,15436,15419.0,17.0,0.11025358324145973,1,1,0,0,0,0,0
2023-11-22,15584,15436.0,148.0,0.9587976159626921,6,4,0,0,0,0,2
2023-11-23,15593,15584.0,9.0,0.0577515400410622,4,1,0,0,2,0,1
2023-11-24,15587,15593.0,-6.0,-0.03847880459180164,7,4,0,0,2,0,1
2023-11-27,15527,15587.0,-60.0,-0.38493616475268055,3,0,0,0,1,0,2
2023-11-28,15450,15527.0,-77.0,-0.4959103497134021,4,3,0,0,1,0,0
2023-11-29,15384,15450.0,-66.0,-0.4271844660194146,6,3,0,0,0,0,3
2023-11-30,15484,15384.0,100.0,0.6500260010400494,7,3,0,0,1,0,3
2023-12-01,15524,15484.0,40.0,0.25833118057350113,10,3,0,0,4,0,3
2023-12-04,15446,15524.0,-78.0,-0.5024478227261042,5,2,0,0,0,0,3
2023-12-05,15504,15446.0,58.0,0.3755017480253864,1,0,0,0,0,0,1
2023-12-06,15504,15504.0,0.0,0.0,6,3,0,0,0,1,2
2023-12-07,15536,15504.0,32.0,0.20639834881321928,3,2,0,0,0,0,1
2023-12-08,15500,15536.0,-36.0,-0.23171987641606995,2,1,0,0,0,0,1
2023-12-11,15614,15500.0,114.0,0.7354838709677347,4,0,0,0,0,0,4
2023-12-12,15631,15614.0,17.0,0.10887664916101603,5,1,0,0,0,0,4
2023-12-13,15629,15631.0,-2.0,-0.012795086686712143,16,4,0,0,0,0,12
2023-12-14,15493,15629.0,-136.0,-0.8701772346279335,12,3,0,0,0,0,9
2023-12-15,15503,15493.0,10.0,0.06454527851287306,4,1,0,0,0,1,2
2023-12-18,15516,15503.0,13.0,0.08385473779268793,10,4,1,0,0,0,6
2023-12-19,15506,15516.0,-10.0,-0.06444960041247505,0,0,0,0,0,0,0
2023-12-20,15512,15506.0,6.0,0.0386946988262693,4,0,0,0,0,0,4
2023-12-21,15533,15512.0,21.0,0.13537906137184308,4,1,1,2,0,0,1
2023-12-22,15489,15533.0,-44.0,-0.2832678812850098,4,2,0,0,0,0,2
2023-12-27,15414,15489.0,-75.0,-0.4842146039124584,9,1,0,0,1,0,7
2023-12-28,15416,15414.0,2.0,0.012975217334898481,2,1,0,0,0,0,1
2023-12-29,15439,15416.0,23.0,0.1491956408925743,2,2,0,0,0,0,0
2024-01-02,15473,15439.0,34.0,0.22022151693763536,1,1,0,0,0,0,0
2024-01-03,15495,15473.0,22.0,0.14218315775866852,1,1,0,0,0,0,0
2024-01-04,15525,15495.0,30.0,0.1936108422071703,14,8,0,0,1,0,7
2024-01-05,15518,15525.0,-7.0,-0.04508856682770013,4,2,0,0,0,0,3
2024-01-08,15522,15518.0,4.0,0.025776517592479564,8,3,0,0,0,0,5
2024-01-09,15518,15522.0,-4.0,-0.02576987501610173,3,1,0,0,0,0,2
2024-01-10,15568,15518.0,50.0,0.32220646990590573,4,2,0,0,1,0,1
2024-01-11,15558,15568.0,-10.0,-0.0642343268242529,6,2,0,0,0,0,4
2024-01-12,15559,15558.0,1.0,0.006427561383204328,13,4,0,0,0,0,9
2024-01-15,15555,15559.0,-4.0,-0.02570859309724005,4,1,0,0,0,0,3
2024-01-16,15592,15555.0,37.0,0.2378656380584987,7,5,0,0,0,0,2
2024-01-17,15639,15592.0,47.0,0.30143663417137034,10,2,0,0,0,0,8
2024-01-18,15630,15639.0,-9.0,-0.05754843660080722,3,2,0,0,0,0,2
2024-01-19,15628,15630.0,-2.0,-0.01279590531030328,5,2,0,0,0,0,4
2024-01-22,15627,15628.0,-1.0,-0.006398771435889294,7,3,0,0,1,0,4
2024-01-23,15656,15627.0,29.0,0.18557624624047087,7,1,0,1,0,0,5
2024-01-24,15719,15656.0,63.0,0.4024016351558579,1,1,0,0,0,0,0
2024-01-25,15767,15719.0,48.0,0.30536293657357216,5,2,0,0,1,0,2
2024-01-26,15829,15767.0,62.0,0.3932263588507734,5,1,0,0,0,0,4
2024-01-29,15825,15829.0,-4.0,-0.0252700739149625,5,2,0,0,0,0,3
2024-01-30,15796,15825.0,-29.0,-0.18325434439178112,5,1,0,1,0,0,3
2024-01-31,15803,15796.0,7.0,0.04431501645987268,6,2,0,0,0,0,4
2024-02-01,15775,15803.0,-28.0,-0.17718154780738127,11,3,0,0,0,0,8
2024-02-02,15688,15775.0,-87.0,-0.5515055467511853,5,2,0,0,0,0,3
2024-02-05,15705,15688.0,17.0,0.10836308006119122,8,4,0,1,0,1,2
2024-02-06,15734,15705.0,29.0,0.18465456860872198,6,2,0,0,0,0,4
2024-02-07,15685,15734.0,-49.0,-0.3114274818863616,5,4,0,0,0,0,1
2024-02-12,15612,15685.0,-73.0,-0.46541281479119956,20,12,1,0,0,1,6
2024-02-13,15585,15612.0,-27.0,-0.17294388931591298,6,1,0,0,0,0,5
2024-02-15,15606,15585.0,21.0,0.13474494706449125,21,5,1,0,0,0,16
2024-02-16,15654,15606.0,48.0,0.3075740099961477,3,1,0,0,0,0,2
2024-02-19,15630,15654.0,-24.0,-0.15331544653123252,10,5,0,0,0,0,5
2024-02-20,15659,15630.0,29.0,0.1855406269993587,3,3,1,0,0,0,0
2024-02-21,15658,15659.0,-1.0,-0.0063861038380519375,9,3,2,0,1,0,3
2024-02-22,15630,15658.0,-28.0,-0.17882232724485414,6,3,0,0,0,0,3
2024-02-23,15589,15630.0,-41.0,-0.26231605886116727,6,3,0,0,0,0,3
2024-02-26,15635,15589.0,46.0,0.2950798640066754,8,3,1,0,0,0,5
2024-02-27,15655,15635.0,20.0,0.12791813239527716,4,4,1,0,0,0,0
2024-02-28,15673,15655.0,18.0,0.11497923985948066,5,2,0,0,1,0,2
2024-02-29,15715,15673.0,42.0,0.26797677534613484,11,4,0,0,1,1,5
2024-03-01,15696,15715.0,-19.0,-0.12090359529112193,10,3,1,0,1,0,6
2024-03-04,15723,15696.0,27.0,0.17201834862385912,6,0,0,0,3,0,3
2024-03-05,15756,15723.0,33.0,0.20988360999809608,5,3,0,0,0,0,2
2024-03-06,15723,15756.0,-33.0,-0.20944402132521134,3,1,0,1,1,0,0
2024-03-07,15658,15723.0,-65.0,-0.41340711060230406,3,1,0,0,0,0,2
2024-03-08,15603,15658.0,-55.0,-0.351258142802402,8,3,0,0,0,1,5
2024-03-13,15576,15603.0,-27.0,-0.17304364545279727,36,7,0,3,1,0,27
2024-03-14,15582,15576.0,6.0,0.038520801232655444,8,1,0,1,0,2,4
2024-03-15,15624,15582.0,42.0,0.26954177897573484,13,1,0,0,2,0,11
2024-03-18,15672,15624.0,48.0,0.3072196620583778,6,2,0,0,0,0,4
2024-03-19,15712,15672.0,40.0,0.2552322613578406,7,3,0,0,0,0,4
2024-03-20,15727,15712.0,15.0,0.09546843177188347,9,1,0,0,0,0,8
2024-03-21,15662,15727.0,-65.0,-0.41330196477396,7,2,0,0,0,0,5
2024-03-22,15773,15662.0,111.0,0.7087217469033291,7,0,0,0,1,0,6
2024-03-25,15795,15773.0,22.0,0.13947885627338952,4,1,0,0,0,0,3
2024-03-26,15797,15795.0,2.0,0.01266223488445295,9,3,1,0,1,0,4
2024-03-27,15853,15797.0,56.0,0.3544976894346963,1,0,0,0,0,0,1
2024-03-28,15873,15853.0,20.0,0.12615908660822406,5,2,0,0,0,0,3
2024-04-01,15909,15873.0,36.0,0.22680022680021672,8,2,0,0,0,0,6
2024-04-02,15934,15909.0,25.0,0.15714375510718082,3,3,0,0,0,0,0
2024-04-03,15923,15934.0,-11.0,-0.069034768419729,5,0,0,0,0,0,5
2024-04-04,15907,15923.0,-16.0,-0.10048357721534895,9,2,0,0,1,0,6
2024-04-05,15873,15907.0,-34.0,-0.21374237756962566,5,3,0,0,0,0,2
2024-04-16,16176,15873.0,303.0,1.9089019089019166,80,20,3,2,1,1,56
2024-04-17,16240,16176.0,64.0,0.3956478733926794,10,3,3,0,0,0,4
2024-04-18,16177,16240.0,-63.0,-0.387931034482758,7,3,0,1,0,0,3
2024-04-19,16280,16177.0,103.0,0.6367064350621288,7,5,1,0,0,0,2
2024-04-22,16224,16280.0,-56.0,-0.3439803439803435,10,5,0,1,0,0,5
2024-04-23,16244,16224.0,20.0,0.12327416173569805,6,5,0,0,0,0,1
2024-04-24,16161,16244.0,-83.0,-0.5109578921447921,5,1,0,0,1,0,4
2024-04-25,16208,16161.0,47.0,0.2908235876492693,4,1,1,1,1,0,1
2024-04-26,16222,16208.0,14.0,0.08637709772951752,8,1,0,0,1,0,7
2024-04-29,16249,16222.0,27.0,0.16644063617310412,10,4,1,0,2,1,4
2024-04-30,16276,16249.0,27.0,0.16616407163518865,5,1,0,1,1,0,2
2024-05-02,16202,16276.0,-74.0,-0.4546571639223451,18,2,0,0,3,0,15
2024-05-03,16094,16202.0,-108.0,-0.6665843722997167,9,1,0,0,3,0,5
2024-05-06,16025,16094.0,-69.0,-0.42873120417546984,6,2,0,0,2,0,2
2024-05-07,16054,16025.0,29.0,0.18096723868954445,6,2,0,0,2,0,2
